	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
744	hepatocyte	Rattus norvegicus	allopurinol	Middle	28	micromolar	2	hour	003017068011.CEL
745	hepatocyte	Rattus norvegicus	allopurinol	Middle	28	micromolar	2	hour	003017068012.CEL
746	hepatocyte	Rattus norvegicus	allopurinol	Middle	28	micromolar	8	hour	003017068019.CEL
747	hepatocyte	Rattus norvegicus	allopurinol	Middle	28	micromolar	8	hour	003017068020.CEL
748	hepatocyte	Rattus norvegicus	allopurinol	Middle	28	micromolar	24	hour	003017068027.CEL
749	hepatocyte	Rattus norvegicus	allopurinol	Middle	28	micromolar	24	hour	003017068028.CEL
750	hepatocyte	Rattus norvegicus	allopurinol	High	140	micromolar	2	hour	003017068013.CEL
751	hepatocyte	Rattus norvegicus	allopurinol	High	140	micromolar	2	hour	003017068014.CEL
752	hepatocyte	Rattus norvegicus	allopurinol	High	140	micromolar	8	hour	003017068021.CEL
753	hepatocyte	Rattus norvegicus	allopurinol	High	140	micromolar	8	hour	003017068022.CEL
754	hepatocyte	Rattus norvegicus	allopurinol	High	140	micromolar	24	hour	003017068029.CEL
755	hepatocyte	Rattus norvegicus	allopurinol	High	140	micromolar	24	hour	003017068030.CEL
756	hepatocyte	Homo sapiens	allyl alcohol	Control	0	micromolar	2	hour	003016036024.CEL
757	hepatocyte	Homo sapiens	allyl alcohol	Control	0	micromolar	2	hour	003016036025.CEL
758	hepatocyte	Homo sapiens	allyl alcohol	Control	0	micromolar	8	hour	003016037002.CEL
759	hepatocyte	Homo sapiens	allyl alcohol	Control	0	micromolar	8	hour	003016037003.CEL
760	hepatocyte	Homo sapiens	allyl alcohol	Control	0	micromolar	24	hour	003016037010.CEL
761	hepatocyte	Homo sapiens	allyl alcohol	Control	0	micromolar	24	hour	003016037011.CEL
762	hepatocyte	Homo sapiens	allyl alcohol	Low	02.sie	micromolar	2	hour	003016036026.CEL
763	hepatocyte	Homo sapiens	allyl alcohol	Low	02.sie	micromolar	2	hour	003016036027.CEL
764	hepatocyte	Homo sapiens	allyl alcohol	Low	02.sie	micromolar	8	hour	003016037004.CEL
765	hepatocyte	Homo sapiens	allyl alcohol	Low	02.sie	micromolar	8	hour	003016037005.CEL
766	hepatocyte	Homo sapiens	allyl alcohol	Low	02.sie	micromolar	24	hour	003016037012.CEL
767	hepatocyte	Homo sapiens	allyl alcohol	Low	02.sie	micromolar	24	hour	003016037013.CEL
768	hepatocyte	Homo sapiens	allyl alcohol	Middle	14	micromolar	2	hour	003016036028.CEL
769	hepatocyte	Homo sapiens	allyl alcohol	Middle	14	micromolar	2	hour	003016036029.CEL
770	hepatocyte	Homo sapiens	allyl alcohol	Middle	14	micromolar	8	hour	003016037006.CEL
771	hepatocyte	Homo sapiens	allyl alcohol	Middle	14	micromolar	8	hour	003016037007.CEL
772	hepatocyte	Homo sapiens	allyl alcohol	Middle	14	micromolar	24	hour	003016037014.CEL
773	hepatocyte	Homo sapiens	allyl alcohol	Middle	14	micromolar	24	hour	003016037015.CEL
774	hepatocyte	Homo sapiens	allyl alcohol	High	70	micromolar	2	hour	003016036030.CEL
775	hepatocyte	Homo sapiens	allyl alcohol	High	70	micromolar	2	hour	003016037001.CEL
776	hepatocyte	Homo sapiens	allyl alcohol	High	70	micromolar	8	hour	003016037008.CEL
777	hepatocyte	Homo sapiens	allyl alcohol	High	70	micromolar	8	hour	003016037009.CEL
778	hepatocyte	Homo sapiens	allyl alcohol	High	70	micromolar	24	hour	003016037016.CEL
779	hepatocyte	Homo sapiens	allyl alcohol	High	70	micromolar	24	hour	003016037017.CEL
780	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	3	hour	003017672023.CEL
781	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	3	hour	003017672024.CEL
782	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	3	hour	003017672025.CEL
783	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	6	hour	003017673005.CEL
784	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	6	hour	003017673006.CEL
785	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	6	hour	003017673007.CEL
786	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	9	hour	003017673017.CEL
787	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	9	hour	003017673018.CEL
788	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	9	hour	003017673019.CEL
789	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	24	hour	003017673029.CEL
790	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	24	hour	003017673030.CEL
791	liver	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	24	hour	003017674001.CEL
792	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	3	hour	003017672026.CEL
793	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	3	hour	003017672027.CEL
794	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	3	hour	003017672028.CEL
795	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	6	hour	003017673008.CEL
796	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	6	hour	003017673009.CEL
797	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	6	hour	003017673010.CEL
798	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	9	hour	003017673020.CEL
799	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	9	hour	003017673021.CEL
800	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	9	hour	003017673022.CEL
801	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	24	hour	003017674002.CEL
802	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	24	hour	003017674003.CEL
803	liver	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	24	hour	003017674004.CEL
804	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	3	hour	003017672029.CEL
805	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	3	hour	003017672030.CEL
806	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	3	hour	003017673001.CEL
807	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	6	hour	003017673011.CEL
808	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	6	hour	003017673012.CEL
809	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	6	hour	003017673013.CEL
810	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	9	hour	003017673023.CEL
811	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	9	hour	003017673024.CEL
812	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	9	hour	003017673025.CEL
813	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	24	hour	003017674005.CEL
814	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	24	hour	003017674006.CEL
815	liver	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	24	hour	003017674007.CEL
816	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	3	hour	003017673002.CEL
817	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	3	hour	003017673003.CEL
818	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	3	hour	003017673004.CEL
819	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	6	hour	003017673014.CEL
820	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	6	hour	003017673015.CEL
821	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	6	hour	003017673016.CEL
822	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	9	hour	003017673026.CEL
823	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	9	hour	003017673027.CEL
824	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	9	hour	003017673028.CEL
825	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	24	hour	003017674008.CEL
826	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	24	hour	003017674009.CEL
827	liver	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	24	hour	003017674010.CEL
828	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	3	hour	003017847011.CEL
829	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	3	hour	003017847012.CEL
830	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	3	hour	003017847013.CEL
831	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	6	hour	003017847023.CEL
832	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	6	hour	003017847024.CEL
833	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	6	hour	003017847025.CEL
834	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	9	hour	003017842018.CEL
835	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	9	hour	003017842019.CEL
836	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	9	hour	003017842020.CEL
837	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	24	hour	003017842030.CEL
838	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	24	hour	003017843001.CEL
839	kidney	Rattus norvegicus	allyl alcohol	Control	0	milligram per kilogram	24	hour	003017843002.CEL
840	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	3	hour	003017847014.CEL
841	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	3	hour	003017847015.CEL
842	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	3	hour	003017847016.CEL
843	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	6	hour	003017847026.CEL
844	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	6	hour	003017847027.CEL
845	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	6	hour	003017847028.CEL
846	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	9	hour	003017842021.CEL
847	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	9	hour	003017842022.CEL
848	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	9	hour	003017842023.CEL
849	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	24	hour	003017843003.CEL
850	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	24	hour	003017843004.CEL
851	kidney	Rattus norvegicus	allyl alcohol	Low	3	milligram per kilogram	24	hour	003017843005.CEL
852	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	3	hour	003017847017.CEL
853	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	3	hour	003017847018.CEL
854	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	3	hour	003017847019.CEL
855	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	6	hour	003017847029.CEL
856	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	6	hour	003017847030.CEL
857	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	6	hour	003017848001.CEL
858	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	9	hour	003017842024.CEL
859	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	9	hour	003017842025.CEL
860	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	9	hour	003017842026.CEL
861	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	24	hour	003017843006.CEL
862	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	24	hour	003017843007.CEL
863	kidney	Rattus norvegicus	allyl alcohol	Middle	10	milligram per kilogram	24	hour	003017843008.CEL
864	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	3	hour	003017847020.CEL
865	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	3	hour	003017847021.CEL
866	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	3	hour	003017847022.CEL
867	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	6	hour	003017848002.CEL
868	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	6	hour	003017848003.CEL
869	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	6	hour	003017848004.CEL
870	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	9	hour	003017842027.CEL
871	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	9	hour	003017842028.CEL
872	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	9	hour	003017842029.CEL
873	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	24	hour	003017843009.CEL
874	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	24	hour	003017843010.CEL
875	kidney	Rattus norvegicus	allyl alcohol	High	30	milligram per kilogram	24	hour	003017843011.CEL
876	hepatocyte	Rattus norvegicus	allyl alcohol	Control	0	micromolar	2	hour	003017022002.CEL
877	hepatocyte	Rattus norvegicus	allyl alcohol	Control	0	micromolar	2	hour	003017022003.CEL
878	hepatocyte	Rattus norvegicus	allyl alcohol	Control	0	micromolar	8	hour	003017022010.CEL
879	hepatocyte	Rattus norvegicus	allyl alcohol	Control	0	micromolar	8	hour	003017022011.CEL
880	hepatocyte	Rattus norvegicus	allyl alcohol	Control	0	micromolar	24	hour	003017022018.CEL
881	hepatocyte	Rattus norvegicus	allyl alcohol	Control	0	micromolar	24	hour	003017022019.CEL
882	hepatocyte	Rattus norvegicus	allyl alcohol	Low	0.8	micromolar	2	hour	003017022004.CEL
883	hepatocyte	Rattus norvegicus	allyl alcohol	Low	0.8	micromolar	2	hour	003017022005.CEL
884	hepatocyte	Rattus norvegicus	allyl alcohol	Low	0.8	micromolar	8	hour	003017022012.CEL
885	hepatocyte	Rattus norvegicus	allyl alcohol	Low	0.8	micromolar	8	hour	003017022013.CEL
886	hepatocyte	Rattus norvegicus	allyl alcohol	Low	0.8	micromolar	24	hour	003017022020.CEL
887	hepatocyte	Rattus norvegicus	allyl alcohol	Low	0.8	micromolar	24	hour	003017022021.CEL
888	hepatocyte	Rattus norvegicus	allyl alcohol	Middle	4	micromolar	2	hour	003017022006.CEL
889	hepatocyte	Rattus norvegicus	allyl alcohol	Middle	4	micromolar	2	hour	003017022007.CEL
890	hepatocyte	Rattus norvegicus	allyl alcohol	Middle	4	micromolar	8	hour	003017022014.CEL
891	hepatocyte	Rattus norvegicus	allyl alcohol	Middle	4	micromolar	8	hour	003017022015.CEL
892	hepatocyte	Rattus norvegicus	allyl alcohol	Middle	4	micromolar	24	hour	003017022022.CEL
893	hepatocyte	Rattus norvegicus	allyl alcohol	Middle	4	micromolar	24	hour	003017022023.CEL
894	hepatocyte	Rattus norvegicus	allyl alcohol	High	20	micromolar	2	hour	003017022008.CEL
895	hepatocyte	Rattus norvegicus	allyl alcohol	High	20	micromolar	2	hour	003017022009.CEL
896	hepatocyte	Rattus norvegicus	allyl alcohol	High	20	micromolar	8	hour	003017022016.CEL
897	hepatocyte	Rattus norvegicus	allyl alcohol	High	20	micromolar	8	hour	003017022017.CEL
898	hepatocyte	Rattus norvegicus	allyl alcohol	High	20	micromolar	24	hour	003017022024.CEL
899	hepatocyte	Rattus norvegicus	allyl alcohol	High	20	micromolar	24	hour	003017022025.CEL
1524	hepatocyte	Homo sapiens	bromobenzene	Control	0	micromolar	2	hour	003016034012.CEL
1525	hepatocyte	Homo sapiens	bromobenzene	Control	0	micromolar	2	hour	003016034013.CEL
1526	hepatocyte	Homo sapiens	bromobenzene	Control	0	micromolar	8	hour	003016034020.CEL
1527	hepatocyte	Homo sapiens	bromobenzene	Control	0	micromolar	8	hour	003016034021.CEL
1528	hepatocyte	Homo sapiens	bromobenzene	Control	0	micromolar	24	hour	003016034028.CEL
1529	hepatocyte	Homo sapiens	bromobenzene	Control	0	micromolar	24	hour	003016034029.CEL
1530	hepatocyte	Homo sapiens	bromobenzene	Low	8	micromolar	2	hour	003016034014.CEL
1531	hepatocyte	Homo sapiens	bromobenzene	Low	8	micromolar	2	hour	003016034015.CEL
1532	hepatocyte	Homo sapiens	bromobenzene	Low	8	micromolar	8	hour	003016034022.CEL
1533	hepatocyte	Homo sapiens	bromobenzene	Low	8	micromolar	8	hour	003016034023.CEL
1534	hepatocyte	Homo sapiens	bromobenzene	Low	8	micromolar	24	hour	003016034030.CEL
1535	hepatocyte	Homo sapiens	bromobenzene	Low	8	micromolar	24	hour	003016035001.CEL
1536	hepatocyte	Homo sapiens	bromobenzene	Middle	40	micromolar	2	hour	003016034016.CEL
1537	hepatocyte	Homo sapiens	bromobenzene	Middle	40	micromolar	2	hour	003016034017.CEL
1538	hepatocyte	Homo sapiens	bromobenzene	Middle	40	micromolar	8	hour	003016034024.CEL
1539	hepatocyte	Homo sapiens	bromobenzene	Middle	40	micromolar	8	hour	003016034025.CEL
1540	hepatocyte	Homo sapiens	bromobenzene	Middle	40	micromolar	24	hour	003016035002.CEL
1541	hepatocyte	Homo sapiens	bromobenzene	Middle	40	micromolar	24	hour	003016035003.CEL
1542	hepatocyte	Homo sapiens	bromobenzene	High	200	micromolar	2	hour	003016034018.CEL
1543	hepatocyte	Homo sapiens	bromobenzene	High	200	micromolar	2	hour	003016034019.CEL
1544	hepatocyte	Homo sapiens	bromobenzene	High	200	micromolar	8	hour	003016034026.CEL
1545	hepatocyte	Homo sapiens	bromobenzene	High	200	micromolar	8	hour	003016034027.CEL
1546	hepatocyte	Homo sapiens	bromobenzene	High	200	micromolar	24	hour	003016035004.CEL
1547	hepatocyte	Homo sapiens	bromobenzene	High	200	micromolar	24	hour	003016035005.CEL
1548	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	3	hour	003017697026.CEL
1549	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	3	hour	003017697027.CEL
1550	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	3	hour	003017697028.CEL
1551	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	6	hour	003017698008.CEL
1552	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	6	hour	003017698009.CEL
1553	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	6	hour	003017698010.CEL
1554	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	9	hour	003017697002.CEL
1555	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	9	hour	003017697003.CEL
1556	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	9	hour	003017697004.CEL
1557	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	24	hour	003017697014.CEL
1558	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	24	hour	003017697015.CEL
1559	liver	Rattus norvegicus	bromobenzene	Control	0	milligram per kilogram	24	hour	003017697016.CEL
1560	liver	Rattus norvegicus	bromobenzene	Low	30	milligram per kilogram	3	hour	003017697029.CEL
1561	liver	Rattus norvegicus	bromobenzene	Low	30	milligram per kilogram	3	hour	003017697030.CEL
1562	liver	Rattus norvegicus	bromobenzene	Low	30	milligram per kilogram	3	hour	003017698001.CEL
1563	liver	Rattus norvegicus	bromobenzene	Low	30	milligram per kilogram	6	hour	003017698011.CEL
1564	liver	Rattus norvegicus	bromobenzene	Low	30	milligram per kilogram	6	hour	003017698012.CEL
