	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
1943	liver	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017408020.CEL
1977	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017408027.CEL
1978	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017408028.CEL
1979	liver	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017408029.CEL
1989	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017825007.CEL
1990	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017825008.CEL
1991	kidney	Rattus norvegicus	caffeine	Control	0	milligram per kilogram	24	hour	003017825009.CEL
2025	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017825016.CEL
2026	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017825017.CEL
2027	kidney	Rattus norvegicus	caffeine	High	100	milligram per kilogram	24	hour	003017825018.CEL
2032	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	24	hour	003017309018.CEL
2033	hepatocyte	Rattus norvegicus	caffeine	Control	0	micromolar	24	hour	003017309019.CEL
2050	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	24	hour	003017309024.CEL
2051	hepatocyte	Rattus norvegicus	caffeine	High	10000	micromolar	24	hour	003017309025.CEL
2054	hepatocyte	Homo sapiens	captopril	Control	0	micromolar	24	hour	003016071014.CEL
2055	hepatocyte	Homo sapiens	captopril	Control	0	micromolar	24	hour	003016071015.CEL
2062	hepatocyte	Homo sapiens	captopril	High	8000	micromolar	24	hour	003016071018.CEL
2063	hepatocyte	Homo sapiens	captopril	High	8000	micromolar	24	hour	003016071019.CEL
2073	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017312020.CEL
2074	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017312021.CEL
2075	liver	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017312022.CEL
2109	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017312029.CEL
2110	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017312030.CEL
2111	liver	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017313001.CEL
2121	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017777025.CEL
2122	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017777026.CEL
2123	kidney	Rattus norvegicus	captopril	Control	0	milligram per kilogram	24	hour	003017777027.CEL
2157	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017778004.CEL
2158	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017778005.CEL
2159	kidney	Rattus norvegicus	captopril	High	1000	milligram per kilogram	24	hour	003017778006.CEL
2164	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	24	hour	003017303030.CEL
2165	hepatocyte	Rattus norvegicus	captopril	Control	0	micromolar	24	hour	003017304025.CEL
2182	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	24	hour	003017304030.CEL
2183	hepatocyte	Rattus norvegicus	captopril	High	10000	micromolar	24	hour	003017305001.CEL
2188	hepatocyte	Homo sapiens	carbamazepine	Control	0	micromolar	24	hour	003016021029.CEL
2189	hepatocyte	Homo sapiens	carbamazepine	Control	0	micromolar	24	hour	003016021030.CEL
2206	hepatocyte	Homo sapiens	carbamazepine	High	300	micromolar	24	hour	003016022005.CEL
2207	hepatocyte	Homo sapiens	carbamazepine	High	300	micromolar	24	hour	003016022006.CEL
2217	liver	Rattus norvegicus	carbamazepine	Control	0	milligram per kilogram	24	hour	003017677029.CEL
2218	liver	Rattus norvegicus	carbamazepine	Control	0	milligram per kilogram	24	hour	003017677030.CEL
2219	liver	Rattus norvegicus	carbamazepine	Control	0	milligram per kilogram	24	hour	003017678001.CEL
2253	liver	Rattus norvegicus	carbamazepine	High	300	milligram per kilogram	24	hour	003017678008.CEL
2254	liver	Rattus norvegicus	carbamazepine	High	300	milligram per kilogram	24	hour	003017678009.CEL
2255	liver	Rattus norvegicus	carbamazepine	High	300	milligram per kilogram	24	hour	003017678010.CEL
2260	hepatocyte	Rattus norvegicus	carbamazepine	Control	0	micromolar	24	hour	003017035017.CEL
2261	hepatocyte	Rattus norvegicus	carbamazepine	Control	0	micromolar	24	hour	003017035018.CEL
2278	hepatocyte	Rattus norvegicus	carbamazepine	High	300	micromolar	24	hour	003017035023.CEL
2279	hepatocyte	Rattus norvegicus	carbamazepine	High	300	micromolar	24	hour	003017035024.CEL
2284	hepatocyte	Homo sapiens	carbon tetrachloride	Control	0	micromolar	24	hour	003016018020.CEL
2285	hepatocyte	Homo sapiens	carbon tetrachloride	Control	0	micromolar	24	hour	003016018021.CEL
2302	hepatocyte	Homo sapiens	carbon tetrachloride	High	7500	micromolar	24	hour	003016018026.CEL
2303	hepatocyte	Homo sapiens	carbon tetrachloride	High	7500	micromolar	24	hour	003016018027.CEL
2313	liver	Rattus norvegicus	carbon tetrachloride	Control	0	milligram per kilogram	24	hour	003017662024.CEL
2314	liver	Rattus norvegicus	carbon tetrachloride	Control	0	milligram per kilogram	24	hour	003017662025.CEL
2315	liver	Rattus norvegicus	carbon tetrachloride	Control	0	milligram per kilogram	24	hour	003017662026.CEL
2349	liver	Rattus norvegicus	carbon tetrachloride	High	300	milligram per kilogram	24	hour	003017663003.CEL
2350	liver	Rattus norvegicus	carbon tetrachloride	High	300	milligram per kilogram	24	hour	003017663004.CEL
2351	liver	Rattus norvegicus	carbon tetrachloride	High	300	milligram per kilogram	24	hour	003017663005.CEL
2356	hepatocyte	Rattus norvegicus	carbon tetrachloride	Control	0	micromolar	24	hour	003017723007.CEL
2357	hepatocyte	Rattus norvegicus	carbon tetrachloride	Control	0	micromolar	24	hour	003017723008.CEL
2381	liver	Rattus norvegicus	carboplatin	Control	0	milligram per kilogram	24	hour	003017522019.CEL
2382	liver	Rattus norvegicus	carboplatin	Control	0	milligram per kilogram	24	hour	003017522020.CEL
2383	liver	Rattus norvegicus	carboplatin	Control	0	milligram per kilogram	24	hour	003017522021.CEL
2417	liver	Rattus norvegicus	carboplatin	High	100	milligram per kilogram	24	hour	003017522028.CEL
2418	liver	Rattus norvegicus	carboplatin	High	100	milligram per kilogram	24	hour	003017522029.CEL
2419	liver	Rattus norvegicus	carboplatin	High	100	milligram per kilogram	24	hour	003017522030.CEL
2429	kidney	Rattus norvegicus	carboplatin	Control	0	milligram per kilogram	24	hour	003017467014.CEL
2430	kidney	Rattus norvegicus	carboplatin	Control	0	milligram per kilogram	24	hour	003017513015.CEL
2431	kidney	Rattus norvegicus	carboplatin	Control	0	milligram per kilogram	24	hour	003017513016.CEL
2465	kidney	Rattus norvegicus	carboplatin	High	100	milligram per kilogram	24	hour	003017467022.CEL
2466	kidney	Rattus norvegicus	carboplatin	High	100	milligram per kilogram	24	hour	003017467023.CEL
2467	kidney	Rattus norvegicus	carboplatin	High	100	milligram per kilogram	24	hour	003017513021.CEL
2472	hepatocyte	Rattus norvegicus	carboplatin	Control	0	micromolar	24	hour	003017368010.CEL
2473	hepatocyte	Rattus norvegicus	carboplatin	Control	0	micromolar	24	hour	003017368011.CEL
2490	hepatocyte	Rattus norvegicus	carboplatin	High	3000	micromolar	24	hour	003017368016.CEL
2491	hepatocyte	Rattus norvegicus	carboplatin	High	3000	micromolar	24	hour	003017368017.CEL
2501	liver	Rattus norvegicus	cephalothin	Control	0	milligram per kilogram	24	hour	003017565007.CEL
2502	liver	Rattus norvegicus	cephalothin	Control	0	milligram per kilogram	24	hour	003017565008.CEL
2503	liver	Rattus norvegicus	cephalothin	Control	0	milligram per kilogram	24	hour	003017565009.CEL
2537	liver	Rattus norvegicus	cephalothin	High	2000	milligram per kilogram	24	hour	003017565016.CEL
2538	liver	Rattus norvegicus	cephalothin	High	2000	milligram per kilogram	24	hour	003017565017.CEL
2539	liver	Rattus norvegicus	cephalothin	High	2000	milligram per kilogram	24	hour	003017565018.CEL
2549	kidney	Rattus norvegicus	cephalothin	Control	0	milligram per kilogram	24	hour	003017543013.CEL
2550	kidney	Rattus norvegicus	cephalothin	Control	0	milligram per kilogram	24	hour	003017543014.CEL
2551	kidney	Rattus norvegicus	cephalothin	Control	0	milligram per kilogram	24	hour	003017543015.CEL
2585	kidney	Rattus norvegicus	cephalothin	High	2000	milligram per kilogram	24	hour	003017543022.CEL
2586	kidney	Rattus norvegicus	cephalothin	High	2000	milligram per kilogram	24	hour	003017543023.CEL
2587	kidney	Rattus norvegicus	cephalothin	High	2000	milligram per kilogram	24	hour	003017543024.CEL
2592	hepatocyte	Rattus norvegicus	cephalothin	Control	0	micromolar	24	hour	003017548023.CEL
2593	hepatocyte	Rattus norvegicus	cephalothin	Control	0	micromolar	24	hour	003017548024.CEL
2610	hepatocyte	Rattus norvegicus	cephalothin	High	3000	micromolar	24	hour	003017548029.CEL
2611	hepatocyte	Rattus norvegicus	cephalothin	High	3000	micromolar	24	hour	003017548030.CEL
2614	hepatocyte	Homo sapiens	chloramphenicol	Control	0	micromolar	24	hour	003016064020.CEL
2615	hepatocyte	Homo sapiens	chloramphenicol	Control	0	micromolar	24	hour	003016064021.CEL
2622	hepatocyte	Homo sapiens	chloramphenicol	High	450	micromolar	24	hour	003016064024.CEL
2623	hepatocyte	Homo sapiens	chloramphenicol	High	450	micromolar	24	hour	003016064025.CEL
2633	liver	Rattus norvegicus	chloramphenicol	Control	0	milligram per kilogram	24	hour	003017127030.CEL
2634	liver	Rattus norvegicus	chloramphenicol	Control	0	milligram per kilogram	24	hour	003017128001.CEL
2635	liver	Rattus norvegicus	chloramphenicol	Control	0	milligram per kilogram	24	hour	003017128002.CEL
2669	liver	Rattus norvegicus	chloramphenicol	High	1000	milligram per kilogram	24	hour	003017128009.CEL
2670	liver	Rattus norvegicus	chloramphenicol	High	1000	milligram per kilogram	24	hour	003017128010.CEL
2671	liver	Rattus norvegicus	chloramphenicol	High	1000	milligram per kilogram	24	hour	003017128011.CEL
2676	hepatocyte	Rattus norvegicus	chloramphenicol	Control	0	micromolar	24	hour	003017218027.CEL
2677	hepatocyte	Rattus norvegicus	chloramphenicol	Control	0	micromolar	24	hour	003017218028.CEL
2694	hepatocyte	Rattus norvegicus	chloramphenicol	High	450	micromolar	24	hour	003017219003.CEL
2695	hepatocyte	Rattus norvegicus	chloramphenicol	High	450	micromolar	24	hour	003017219004.CEL
2698	hepatocyte	Homo sapiens	chlormadinone	Control	0	micromolar	24	hour	003016079027.CEL
2699	hepatocyte	Homo sapiens	chlormadinone	Control	0	micromolar	24	hour	003016079028.CEL
2706	hepatocyte	Homo sapiens	chlormadinone	High	40	micromolar	24	hour	003016080001.CEL
2707	hepatocyte	Homo sapiens	chlormadinone	High	40	micromolar	24	hour	003016080002.CEL
2717	liver	Rattus norvegicus	chlormadinone	Control	0	milligram per kilogram	24	hour	003017453025.CEL
2718	liver	Rattus norvegicus	chlormadinone	Control	0	milligram per kilogram	24	hour	003017453026.CEL
2719	liver	Rattus norvegicus	chlormadinone	Control	0	milligram per kilogram	24	hour	003017453027.CEL
2753	liver	Rattus norvegicus	chlormadinone	High	2000	milligram per kilogram	24	hour	003017454004.CEL
2754	liver	Rattus norvegicus	chlormadinone	High	2000	milligram per kilogram	24	hour	003017454005.CEL
2755	liver	Rattus norvegicus	chlormadinone	High	2000	milligram per kilogram	24	hour	003017454006.CEL
2760	hepatocyte	Rattus norvegicus	chlormadinone	Control	0	micromolar	24	hour	003017355015.CEL
2761	hepatocyte	Rattus norvegicus	chlormadinone	Control	0	micromolar	24	hour	003017355016.CEL
2778	hepatocyte	Rattus norvegicus	chlormadinone	High	40	micromolar	24	hour	003017355021.CEL
2779	hepatocyte	Rattus norvegicus	chlormadinone	High	40	micromolar	24	hour	003017355022.CEL
2782	hepatocyte	Homo sapiens	chlormezanone	Control	0	micromolar	24	hour	003016059026.CEL
2783	hepatocyte	Homo sapiens	chlormezanone	Control	0	micromolar	24	hour	003016059027.CEL
2790	hepatocyte	Homo sapiens	chlormezanone	High	250	micromolar	24	hour	003016059030.CEL
2791	hepatocyte	Homo sapiens	chlormezanone	High	250	micromolar	24	hour	003016060013.CEL
2801	liver	Rattus norvegicus	chlormezanone	Control	0	milligram per kilogram	24	hour	003017016001.CEL
2802	liver	Rattus norvegicus	chlormezanone	Control	0	milligram per kilogram	24	hour	003017026010.CEL
2803	liver	Rattus norvegicus	chlormezanone	Control	0	milligram per kilogram	24	hour	003017081003.CEL
2837	liver	Rattus norvegicus	chlormezanone	High	500	milligram per kilogram	24	hour	003017016010.CEL
2838	liver	Rattus norvegicus	chlormezanone	High	500	milligram per kilogram	24	hour	003017016011.CEL
2839	liver	Rattus norvegicus	chlormezanone	High	500	milligram per kilogram	24	hour	003017081006.CEL
2844	hepatocyte	Rattus norvegicus	chlormezanone	Control	0	micromolar	24	hour	003017131010.CEL
2845	hepatocyte	Rattus norvegicus	chlormezanone	Control	0	micromolar	24	hour	003017131011.CEL
2862	hepatocyte	Rattus norvegicus	chlormezanone	High	250	micromolar	24	hour	003017131016.CEL
2863	hepatocyte	Rattus norvegicus	chlormezanone	High	250	micromolar	24	hour	003017131017.CEL
2866	hepatocyte	Homo sapiens	chlorpheniramine	Control	0	micromolar	24	hour	003016077019.CEL
2867	hepatocyte	Homo sapiens	chlorpheniramine	Control	0	micromolar	24	hour	003016077020.CEL
2874	hepatocyte	Homo sapiens	chlorpheniramine	High	90	micromolar	24	hour	003016077023.CEL
2875	hepatocyte	Homo sapiens	chlorpheniramine	High	90	micromolar	24	hour	003016077024.CEL
2885	liver	Rattus norvegicus	chlorpheniramine	Control	0	milligram per kilogram	24	hour	003017228009.CEL
2886	liver	Rattus norvegicus	chlorpheniramine	Control	0	milligram per kilogram	24	hour	003017228010.CEL
2887	liver	Rattus norvegicus	chlorpheniramine	Control	0	milligram per kilogram	24	hour	003017228011.CEL
2921	liver	Rattus norvegicus	chlorpheniramine	High	30	milligram per kilogram	24	hour	003017228018.CEL
2922	liver	Rattus norvegicus	chlorpheniramine	High	30	milligram per kilogram	24	hour	003017228019.CEL
2923	liver	Rattus norvegicus	chlorpheniramine	High	30	milligram per kilogram	24	hour	003017228020.CEL
2928	hepatocyte	Rattus norvegicus	chlorpheniramine	Control	0	micromolar	24	hour	003017284008.CEL
2929	hepatocyte	Rattus norvegicus	chlorpheniramine	Control	0	micromolar	24	hour	003017284009.CEL
2946	hepatocyte	Rattus norvegicus	chlorpheniramine	High	200	micromolar	24	hour	003017284014.CEL
2947	hepatocyte	Rattus norvegicus	chlorpheniramine	High	200	micromolar	24	hour	003017284015.CEL
2952	hepatocyte	Homo sapiens	chlorpromazine	Control	0	micromolar	24	hour	003016015014.CEL
2953	hepatocyte	Homo sapiens	chlorpromazine	Control	0	micromolar	24	hour	003016015015.CEL
2970	hepatocyte	Homo sapiens	chlorpromazine	High	20	micromolar	24	hour	003016015020.CEL
2971	hepatocyte	Homo sapiens	chlorpromazine	High	20	micromolar	24	hour	003016015021.CEL
2981	liver	Rattus norvegicus	chlorpromazine	Control	0	milligram per kilogram	24	hour	003017627010.CEL
2982	liver	Rattus norvegicus	chlorpromazine	Control	0	milligram per kilogram	24	hour	003017627011.CEL
2983	liver	Rattus norvegicus	chlorpromazine	Control	0	milligram per kilogram	24	hour	003017627012.CEL
3012	hepatocyte	Rattus norvegicus	chlorpromazine	Control	0	micromolar	24	hour	003017030008.CEL
3013	hepatocyte	Rattus norvegicus	chlorpromazine	Control	0	micromolar	24	hour	003017030009.CEL
3030	hepatocyte	Rattus norvegicus	chlorpromazine	High	20	micromolar	24	hour	003017030014.CEL
3031	hepatocyte	Rattus norvegicus	chlorpromazine	High	20	micromolar	24	hour	003017030015.CEL
3034	hepatocyte	Homo sapiens	chlorpropamide	Control	0	micromolar	24	hour	003016068008.CEL
3035	hepatocyte	Homo sapiens	chlorpropamide	Control	0	micromolar	24	hour	003016068009.CEL
3042	hepatocyte	Homo sapiens	chlorpropamide	High	750	micromolar	24	hour	003016068012.CEL
3043	hepatocyte	Homo sapiens	chlorpropamide	High	750	micromolar	24	hour	003016068013.CEL
3053	liver	Rattus norvegicus	chlorpropamide	Control	0	milligram per kilogram	24	hour	003017432020.CEL
3054	liver	Rattus norvegicus	chlorpropamide	Control	0	milligram per kilogram	24	hour	003017432021.CEL
3055	liver	Rattus norvegicus	chlorpropamide	Control	0	milligram per kilogram	24	hour	003017432022.CEL
3089	liver	Rattus norvegicus	chlorpropamide	High	300	milligram per kilogram	24	hour	003017432029.CEL
3090	liver	Rattus norvegicus	chlorpropamide	High	300	milligram per kilogram	24	hour	003017432030.CEL
3091	liver	Rattus norvegicus	chlorpropamide	High	300	milligram per kilogram	24	hour	003017433006.CEL
3096	hepatocyte	Rattus norvegicus	chlorpropamide	Control	0	micromolar	24	hour	003017250006.CEL
3097	hepatocyte	Rattus norvegicus	chlorpropamide	Control	0	micromolar	24	hour	003017250007.CEL
3114	hepatocyte	Rattus norvegicus	chlorpropamide	High	750	micromolar	24	hour	003017250012.CEL
3115	hepatocyte	Rattus norvegicus	chlorpropamide	High	750	micromolar	24	hour	003017250013.CEL
3120	hepatocyte	Homo sapiens	cimetidine	Control	0	micromolar	24	hour	003016022023.CEL
3121	hepatocyte	Homo sapiens	cimetidine	Control	0	micromolar	24	hour	003016022024.CEL
3138	hepatocyte	Homo sapiens	cimetidine	High	300	micromolar	24	hour	003016022029.CEL
3139	hepatocyte	Homo sapiens	cimetidine	High	300	micromolar	24	hour	003016022030.CEL
3149	liver	Rattus norvegicus	cimetidine	Control	0	milligram per kilogram	24	hour	003017702012.CEL
3150	liver	Rattus norvegicus	cimetidine	Control	0	milligram per kilogram	24	hour	003017702013.CEL
3151	liver	Rattus norvegicus	cimetidine	Control	0	milligram per kilogram	24	hour	003017702014.CEL
3185	liver	Rattus norvegicus	cimetidine	High	1000	milligram per kilogram	24	hour	003017702021.CEL
3186	liver	Rattus norvegicus	cimetidine	High	1000	milligram per kilogram	24	hour	003017702022.CEL
3187	liver	Rattus norvegicus	cimetidine	High	1000	milligram per kilogram	24	hour	003017702023.CEL
3192	hepatocyte	Rattus norvegicus	cimetidine	Control	0	micromolar	24	hour	003017139017.CEL
3193	hepatocyte	Rattus norvegicus	cimetidine	Control	0	micromolar	24	hour	003017139018.CEL
3210	hepatocyte	Rattus norvegicus	cimetidine	High	300	micromolar	24	hour	003017139023.CEL
3211	hepatocyte	Rattus norvegicus	cimetidine	High	300	micromolar	24	hour	003017139024.CEL
3214	hepatocyte	Homo sapiens	ciprofloxacin	Control	0	micromolar	24	hour	003016059002.CEL
3215	hepatocyte	Homo sapiens	ciprofloxacin	Control	0	micromolar	24	hour	003016059003.CEL
3222	hepatocyte	Homo sapiens	ciprofloxacin	High	25	micromolar	24	hour	003016059006.CEL
3223	hepatocyte	Homo sapiens	ciprofloxacin	High	25	micromolar	24	hour	003016059007.CEL
3233	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017091013.CEL
3234	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017091014.CEL
3235	liver	Rattus norvegicus	ciprofloxacin	Control	0	milligram per kilogram	24	hour	003017091022.CEL
3269	liver	Rattus norvegicus	ciprofloxacin	High	1000	milligram per kilogram	24	hour	003017091021.CEL
